"California Department of Education, Title II Leadership Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2011-12 Private School Affidavit Data - Schools with Enrollment of Six or More Students (August 1, 2012)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affidavit ID,County,CDS Code,School ,Street,City,State,Zip,ZipPlus4,Mailing Street,Mailing City,Mailing State,Mailing Zip,Mailing ZipPlus4,Telephone,Email ,Email2,Public District,Site Administrator Salutation,Site Administrator First Name,Site Administrator Last Name,Site Administrator Title,School Type,School Accommodations,Low Grade,High Grade,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Ungraded Elementary Enrollmnet,Ungraded Secondary Enrollment,Total Enrollment,Diploma Offered,Graduates 2011,Full Time Teachers,Part Time Teachers,Administrative Staff,Other Staff,Offers Special Education,Tax Exempt 501,Tax Exempt 23701,Tax Exempt 214,Tax Exempt,Religious Classification,Religious Denomination,Director/Principal Officer Salutation,Director/Principal Officer First Name,Director/Principal Officer Last Name,Director/Principal Officer Title,Director/Principal Officer Street,Director/Principal Officer City,Director/Principal Officer State,Director/Principal Officer Zip,Director/Principal Officer ZipPlus4,Director/Principal Officer Email,Custodian of Records Salutation,Custodian of Records First Name,Custodian of Records Last Name,Custodian of Records Street,Custodian of Records City,Custodian of Records State,Custodian of Records Zip,Custodian of Records ZipPlus4,Custodian of Records Email
112644,Alameda,01611766139778,Genius Kids Inc,4966 Paseo Padre Parkway,Fremont,CA,94555,,,,CA,,,510-713-2431,info@geniuskidsonline.com,rennud@gmail.com,Fremont Unified,Ms.,Shana,Dhillon,Other,Coeducational,Day Only,K,5,10,10,5,4,4,2,0,0,0,0,0,0,0,0,0,35,No,0,5,3,3,3,No,No,No,No,No,Non-religious,,Ms.,Rennu,Dhillon,President,4966 Paseo Padre Parkway,Fremont,CA,94555,,rennud@gmail.com,Ms.,Shana,Dhillon,4966 Paseo Padre Parkway,Fremont,CA,94555,,shana.geniuskids@gmail.com
115646,Alameda,01611436139273,Global Montessori International School,2314 Bancroft Way,Berkeley,CA,94704,,2314 Bancroft Way,Berkeley,CA,94704,,510-845-6969,globalmontessori@sbcglobal.net,globalmontessori@sbcglobal.net,Berkeley Unified,Ms.,Melissa,Chan,Administrator,Coeducational,Day Only,K,6,7,1,3,3,0,1,0,0,0,0,0,0,0,0,0,15,No,0,2,1,2,0,No,No,No,No,No,Non-religious,,Mr.,Vivi,Teng,Executive Director,2314 Bancroft Way,Berkeley,Ca,94704,,vivi_gmis@yahoo.com,Ms.,Vivi,Teng,2314 Bancroft Way,Berkeley,Ca,94704,,globalmontessori@sbcglobal.net
110817,Alameda,01612597071970,Grand Lake Montessori,466 Chetwood Street,Oakland,CA,94610,,,,CA,,,510-836-4313,helen@grandlakemontessori.com,nancy@grandlakemontessori.com,Oakland Unified,Mrs.,Helen,Campbell,Head of School,Coeducational,Day Only,K,1,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,No,0,9,1,1,3,No,Yes,No,No,Yes,Non-religious,,Mr.,Fred,Giari,President,132 Crest Avenue,Alamo,CA,94507,,,Ms.,Nancy,Haskins,215 Linda Avenue,Piedmont,CA,94611,,
103687,Alameda,01612597083397,Growing Light Montessori,4700 Lincoln Avenue,Oakland,CA,94602,,,,CA,,,510-336-9897,growinglight@mac.com,glms4u@gmail.com,Oakland Unified,Ms.,Shivani,Cancienne,Administrator,Coeducational,Day Only,K,3,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,No,0,2,2,2,1,No,No,No,No,No,Non-religious,,Ms.,Rachel,LaField,Director,4700 Lincoln Avenue,Oakland,CA,94602,,,Ms.,Darlene,Low,4700 Lincoln Avenue,Oakland,CA,94602,,glms4u@gmail.com
113013,Alameda,01751017082761,Hacienda School,3800 Stoneridge Drive,Pleasanton,CA,94588,,,,CA,,,925-485-5750,jcamara@headsup.org,,Pleasanton Unified,Mrs.,Jo Anne,Camara,Director,Coeducational,Day Only,1,8,0,9,14,5,9,7,3,7,1,0,0,0,0,0,0,55,No,0,6,6,1,1,No,No,No,No,No,Non-religious,,Mrs.,Jo Anne,Camara,Director,3800 Stoneridge Drive,Pleasanton,CA,94588,,,Mrs.,Charlotte,Machi,3800 Stoneridge Drive,Pleasanton,CA,94538,,cmachi@headsup.org
115620,Alameda,01612596932925,Head-Royce School,4315 Lincoln Avenue,Oakland,CA,94602,,,,CA,,,510-531-1300,dmalone@headroyce.org,rlake@headroyce.org,Oakland Unified,Mr.,Dennis,Malone,Director,Coeducational,Day Only,K,12,39,37,42,40,42,40,85,86,81,85,92,79,82,0,0,830,Yes,84,81,25,15,22,No,Yes,No,No,Yes,Non-religious,,Mr.,Robert,Lake,Head of School,4315 Lincoln Avenue,Oakland,Ca,94602,,rlake@headroyce.org,Mr.,Robert,Lake,4315 Lincoln Avenue,Oakland,CA,94602,,rlake@headroyce.org
110652,Alameda,01751017085970,Hillview Christian Academy,5492 Greenfield Way,Pleasanton,CA,94566,,,,CA,,,925-461-3210,,,Pleasanton Unified,Mr.,Steven,Collard,Administrator,Coeducational,Day Only,1,12,0,0,3,0,1,0,1,0,1,0,1,1,0,0,0,8,No,0,4,0,1,0,No,No,No,No,No,,,Mr.,Steven,Collard,Principal,5492 Greenfield Way,Pleasanton,CA,94566,,,Mrs.,Sharon,Collard,5492 Greenfield Way,Pleasanton,CA,94566,,
110276,Alameda,01612596932941,Holy Names High School,4660 Harbord Drive,Oakland,CA,94618,,,,CA,,,510-450-1110,registrar@hnhsoakland.org,sslyngstad@hnhsoakland.org,Oakland Unified,Sr.,Sally,Slyngstad,Principal,Girls Only,Day Only,9,12,0,0,0,0,0,0,0,0,0,40,41,50,33,0,0,164,Yes,37,12,11,4,11,No,Yes,No,No,Yes,Religious,CATH,Sr.,Sally,Slyngstad,Principal,4333 Ferdinanda Place,Castro Valley,CA,94546,,sslyngstad@hnhsoakland.org,Ms.,Stephanie,Roach,4660 Harbord Drive,Oakland,CA,94618,,registrar@hnhsoakland.org
112468,Alameda,01611766972731,Holy Spirit Elementary,3930 Parish Avenue,Fremont,CA,94536,,,,CA,,,510-793-3553,holyspiritschool@csdo.org,hss@me.com,Fremont Unified,Mrs.,Susan,Buchanan,Principal,Coeducational,Day Only,K,8,24,33,29,30,32,28,35,28,31,0,0,0,0,0,0,270,No,0,13,3,1,10,No,Yes,No,No,Yes,Religious,CATH,Mrs.,Susan,Buchanan,Principal,3930 Parish Avenue,Fremont,CA,94536,,sbuchanan@csdo.org,Mrs.,Dianne,Ghiringhelli,3930 Parish Avenue,Fremont,CA,94536,,dghiringhelli@csdo.org
115534,Alameda,01612596143382,I.Q.R.A.A. Educational Academy & Services,3330 65th Avenue,Oakland,CA,94605,,,,CA,,,510-577-7903,litnmotion@yahoo.com,,Oakland Unified,Mrs.,Khariyyah,Muhammad-Bradshaw,Executive Director,Coeducational,Day Only,K,12,3,2,0,0,2,1,0,0,0,0,1,0,0,0,0,9,Yes,0,3,1,3,1,Yes,Yes,No,No,Yes,Non-religious,,Mrs.,Khariyyah,Muhammad-Bradshaw,Executive Director,1375 Windermere Avenue,Menlo Park,Ca,94025,,litnmotion@yahoo.com,Mrs.,Majeedah,Shabazz,1237 141st Avenue,San Leandro,CA,94578,,majeedahsz@yahoo.com
113305,Alameda,01612597072606,Ile Omode,8924 Holly Street,Oakland,CA,94621,,,,CA,,,510-632-8230,babajahi@ileomode.org,kelly.kouyate@ileomode.org,Oakland Unified,Mr.,Jahi,Awakoaiye,Director,Coeducational,Day Only,K,8,10,6,5,4,4,2,5,4,5,0,0,0,0,0,0,45,No,0,5,0,0,0,No,Yes,No,No,Yes,Non-religious,,Mr.,Jahi,Awakoaiye,Director,8924 Holly Street,Oakland,CA,94621,,babajahi@ileomode.org,Mrs.,Kelly,Kouyate,8924 Holly Street,Oakland,CA,94621,,kelly.kouyate@ileomode.org
109300,Alameda,01611766140461,ILM Academy,4211 Carol Avenue,Fremont,CA,94538,,,,CA,,,510-936-1572,principal@theilmacademy.com,,Fremont Unified,Mrs.,Huma,Bokharey,Principal,Coeducational,Day Only,K,3,13,11,8,7,0,0,0,0,0,0,0,0,0,0,0,39,No,0,4,1,1,1,No,Yes,No,No,Yes,Non-religious,,Mr.,Mohammad,Akhtar,President,4039 Irvington Avenue,Fremont,CA,94538,,,Mrs.,Huma,Bokharey,4211 Carol Avenue,Fremont,CA,94538,,
111730,Alameda,01612917092612,International Bible Baptist Academy,15963 Marcella Street,San Leandro,CA,94578,2121,,,CA,,,510-276-4222,ibbcoffice@ibbcministries.org,,San Lorenzo Unified,Dr.,Jose Hernes,Abante,President,Coeducational,Day Only,K,8,4,4,1,5,2,3,1,1,0,0,0,0,0,0,0,21,No,1,5,1,2,1,No,Yes,No,No,Yes,Religious,BAPT,Mrs.,Narcisa,Bico,Principal,981 Williams Drive,San Lorenzo,CA,94580,,biconancy@yahoo.com,Mrs.,Elizabeth,Ducusin,15963 Marcella Street,San Leandro,CA,94578,2121,ibbcoffice@ibbcministries.org
102980,Alameda,01612597099518,Julia Morgan School for Girls,5000 MacArthur Boulevard,Oakland,CA,94613,,PMB 9966,Oakland,CA,94613,,510-632-6000,,,Oakland Unified,Ms.,Marcia,Bedford,Other,Girls Only,Day Only,6,8,0,0,0,0,0,0,65,63,51,0,0,0,0,0,0,179,No,0,14,5,7,8,No,Yes,No,No,Yes,Non-religious,,Ms.,Sandra,Luna,Head of School,5000 MacArthur Boulevard,Oakland,CA,94613,,,Ms.,Laurie,Rothermal,5000 MacArthur Boulevard,Oakland,CA,94613,,
113856,Alameda,01611766922389,Kimber Hills Academy,39700 Mission Boulevard,Fremont,CA,94539,,,,CA,,,510-651-5437,tsevilla@gofcc.org,jwatts@gofcc.org,Fremont Unified,Mrs.,Christine,Sevilla,Administrator,Coeducational,Day Only,K,8,38,17,23,30,17,21,25,22,26,0,0,0,0,0,0,219,No,0,14,3,2,6,No,Yes,Yes,Yes,Yes,Religious,INTD,Mr.,Kevin,Hom,President,39700 Mission Boulevard,Fremont,CA,94539,,khom@gofcc.org,Mrs.,Christine,Sevilla,39700 Mission Boulevard,Fremont,CA,94539,,tsevilla@gofcc.org
107409,Alameda,01100176141212,Kingdom builder christian private school,37048 Contra Costa Center,Fremont,CA,94536,,,,CA,,,510-258-3198,saraiagency@yahoo.com,divaenterprise@yahoo.com,Fremont Unified,Ms.,Marjories,Robinson,Administrator,Coeducational,Day Only,K,12,0,0,0,1,1,2,0,0,2,1,1,0,0,0,0,8,Yes,0,1,0,1,1,Yes,No,No,No,No,Religious,EVAN,Ms.,debra,williams,Principal,37048 Contra Costa Avenue,Fremont,ca,94536,,saraiagency@yahoo.com,Ms.,Debra,Williams,37048 Contra Costa Avenue,Fremont,CA,94536,,saraiagency@yahoo.com
108173,Alameda,01611927003304,Lea's Christian,26236 Adrian Avenue,Hayward,CA,94545,,,,CA,,,510-785-2477,mrsbland@leaschristianschool.org,,Hayward Unified,Mrs.,Melva,Bland,Administrator,Coeducational,Day Only,K,4,20,16,12,12,8,0,0,0,0,0,0,0,0,0,0,68,No,0,6,1,1,2,No,Yes,No,No,Yes,Religious,NA,Mr.,Warren,Yoshida,President,451 Lawton Place,Hayward,CA,94544,,,Mrs.,Melva,Bland,26236 Adrian Avenue,Hayward,CA,94545,,mrsbland@leaschristianschool.org
111845,Alameda,01611926133730,Liber Community School,22138 Main Street,Hayward,CA,94541,,,,CA,,,510-274-1691,directressd@gmail.com,,Hayward Unified,Mrs.,Deborah,Kingdon,Head of School,Coeducational,Day Only,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,27,No,0,3,3,1,0,No,Yes,No,No,Yes,Religious,Other,Mr.,Kevin,Kingdon,Director,22138 Main Street,Hayward,CA,94541,,directressd@gmail.com,Mrs.,Deborah,Kingdon,22138 Main Street,Hayward,CA,94541,,directressd@gmail.com
102494,Alameda,01751017098585,Lighthouse Baptist School,118 Neal Street,Pleasanton,CA,94566,,,,CA,,,925-846-7220,secretary@atthelighthouse.com,,Pleasanton Unified,Mr.,Christopher,Rule,Administrator,Coeducational,Day Only,K,12,5,5,4,5,2,3,3,1,1,1,1,2,1,0,0,34,Yes,2,3,0,1,1,No,Yes,Yes,No,Yes,Religious,BAPT,Mr.,Christopher,Rule,Administrator,118 Neal Street,Pleasanton,Ca,94566,,,Mrs.,Ruby,Chan,118 Neal Street,Pleasanton,CA,94566,,
114583,Alameda,01612597032485,Lincoln Child Center,4368 Lincoln Avenue Avenue,Oakland,CA,94602,2529,4368 Lincoln Avenue,Oakland,CA,94602,2529,510-531-3111,vinyavasu@lincolnchildcenter.org,minjonlenoir@lincolnchildcenter.org,Oakland Unified,Miss,Minjon,LeNoir,Director,Coeducational,Day Only,K,8,0,2,4,1,4,8,5,4,9,0,0,0,0,0,0,37,No,0,6,0,2,23,Yes,Yes,Yes,No,Yes,Non-religious,,Mr.,Callum,Eastwood,Director,4368 Lincoln Avenue,Oakland,CA,94602,,callumeastwood@lincolnchildcenter.org,Miss,Minjon,LeNoir,4368 Lincoln Avenue Avenue,Oakland,CA,94602,,minjonlenior@lincolnchildcenter.org
112825,Alameda,01611436932990,Maybeck High School,2727 College Avenue,Berkeley,CA,94705,,,,CA,,,510-841-8489,office@maybeckhs.org,johnmuster@maybeckhs.org,Berkeley Unified,Dr.,John,Muster,Other,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,30,24,25,36,0,0,115,No,27,11,6,6,2,No,Yes,No,No,Yes,Non-religious,,Dr.,Dale,Rose,President,2727 College Avenue,Berkeley,CA,94705,,daler@maybeckhs.org,Ms.,Jessie,Kael,2727 College Avenue,Berkeley,CA,94705,,jessiek@maybeckhs.org
112340,Alameda,01612596906549,Mills College Children's School,5000 MacArthur Boulevard,Oakland,CA,94613,,,,CA,,,510-430-2118,children@mills.edu,,Oakland Unified,Ms.,Debra,Brown,Head of School,Coeducational,Day Only,K,5,11,10,8,5,8,7,0,0,0,0,0,0,0,0,0,49,No,0,4,0,1,3,No,Yes,No,No,Yes,Non-religious,,Ms.,Debra,Brown,Head of School,5000 MacAthur Boulevard,Oakland,CA,94613,,msbrown@mills.edu,Ms.,Debra,Brown,5000 MacArthur Boulevard,Oakland,CA,94613,,msbrown@mills.edu
107235,Alameda,01611766976013,Mission Hills Christian School,225 Driscoll Road,Fremont,CA,94539,,,,CA,,,510-490-7709,missionhillschristianschool@comcast.net,,Fremont Unified,Mr.,Jim,Beierle,Principal,Coeducational,Day Only,K,8,2,5,2,3,1,2,3,3,0,0,0,0,0,0,0,21,No,0,2,0,0,0,No,Yes,No,No,Yes,Religious,SDA,Mrs.,Coreen,Hicks,Superintendent,401 Taylor Boulevard,Pleasant Hill,CA,94523,,superintendent@nccsda.com,Mr.,Bill,Keresoma,401 Taylor Boulevard,Pleasant Hill,CA,94523,,superintendent@nccsda.com
112503,Alameda,01612426138648,Mission Hills Middle School,250 Tamarack Drive,Union City,CA,94587,,,,CA,,,510-493-2189,ferishta@pacbell.net,fkulaly@mhmschool.org,New Haven Unified School District,Mrs.,Ferishta,Kulaly,Administrator,Coeducational,Day Only,K,8,37,16,6,10,9,9,10,10,10,0,0,0,0,0,0,117,No,0,10,8,3,3,No,No,No,No,No,,,Mrs.,Ayse,Kaya,Director,250 Tamark Drive,Union City,CA,94587,,ferishta@pacbell.net,Mrs.,Premlata,Nigam,250 Tamark Drive,Union City,CA,94587,,lnigam@mhmschool.org
104726,Alameda,01611927103286,Montessori Children's House of Hayward,166 West Harder Road,Hayward,CA,94544,,26236 Adrian Avenue,Hayward,CA,94545,,510-782-4427,,,Hayward Unified,Ms.,Jo,Eckerley,Director,Coeducational,Day Only,K,3,18,18,13,9,0,0,0,0,0,0,0,0,0,0,0,58,No,0,6,1,1,0,No,Yes,No,Yes,Yes,Non-religious,,Ms.,Jo,Eckerley,President,126 Marin Avenue,Albany,CA,94706,,,Mrs.,Joanna,Gilman,166 West Harder Road,Hayward,CA,94545,,
105611,Alameda,01611926933006,Moreau Catholic High School,27170 Mission Boulevard,Hayward,CA,94544,,,,CA,,,510-881-4300,llek@moreaucatholic.org,,Hayward Unified,Mrs.,Lauren,Lek,Principal,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,242,212,208,229,0,0,891,Yes,225,50,9,12,38,No,Yes,Yes,Yes,Yes,Religious,CATH,Mrs.,Lauren,Lek,Principal,27170 Mission Boulevard,Hayward,CA,94544,,llek@moreaucatholic.org,Mrs.,Kim,Capurro,27170 Mission Boulevard,Hayward,CA,94544,,kcapurro@moreaucatholic.org
110508,Alameda,01612596143069,Muhammad Institute,"2961 Georgia Street, Apartment 1",Oakland,CA,94602,3256,2961 Georgia Street,Oakland,CA,94602,3256,510-927-1968,muhammadinstitute@rocketmail.com,,Oakland Unified,Miss,Shewonda,Muhammad,Head of School,Coeducational,Both,2,8,0,0,1,0,2,0,0,1,2,0,0,0,0,0,0,6,No,0,1,1,1,0,No,No,No,No,No,Religious,ISLM,Miss,Shewonda,Muhammad,Head of School,"2961 Georgia Street, Apartment 1",Oakland,Ca,94602,3256,shewonda@yahoo.com,Miss,Shewonda,Muhammad,"2961 Georgia Street, Apartment 1",Oakland,CA,94602,3256,shewonda@yahoo.com
113605,Alameda,01612597098106,Muhammad University of Islam,5277 Foothill Boulevard,Oakland,CA,94601,,,,CA,,,510-436-0206,muhammaduniversity@sbcglobal.net,,Oakland Unified,Mrs.,Salamah,Muhammad,Administrator,Coeducational,Day Only,K,12,7,11,5,1,1,2,7,3,7,5,4,1,4,0,0,58,Yes,0,11,2,2,5,No,No,No,Yes,Yes,Religious,ISLM,Mrs.,Salamah,Muhammad,Administrator,3442 Otter Court,Salamah,ca,94542,,muhammaduniversity@sbcglobal.net,Mrs.,salamah,muhammad,5277 Foothill Boulevard,Oakland,CA,94542,,muhammaduniversity@sbcglobal.net
106453,Alameda,01611767047236,New Horizons,2550 Peralta Boulevard,Fremont,CA,94536,,,,CA,,,510-791-5683,dhwl@comcast.net,,Fremont Unified,Mrs.,Kathryn,Liu,President,Coeducational,Day Only,K,8,46,40,20,25,20,20,20,20,20,0,0,0,0,0,0,231,No,0,26,0,3,5,No,No,No,No,No,Non-religious,,Mr.,Victor,Dawson,Director,2550 Peralta Boulevard,Fremont,CA,94536,,newga1@aol.com,Mrs.,Kathryn,Liu,2550 Peralta Boulevard,Fremont,CA,94536,,dhwl@comcast.net
115764,Alameda,01612597054018,Northern Light School,3710 Dorisa Avenue,Oakland,CA,94605,,,,CA,,,510-957-0570,kisles@northernlightschool.com,,Oakland Unified,Mrs.,Kaamil,Bey,Principal,Coeducational,Day Only,K,8,16,18,18,9,20,20,18,14,13,0,0,0,0,0,0,146,No,0,15,3,2,2,No,Yes,No,No,Yes,Non-religious,,Mrs.,Kaamil,Bey,Principal,3710 Dorisa Avenue,Oakland,CA,94605,,kisles@northernlightschool.com,Mrs.,Kaamil,Bey,3710 Dorisa Avenue,Oakland,CA,94605,,
113120,Alameda,01612426200877,Northstar School,725 Whipple Road,Union City,CA,94587,,"249 West Jackson Street, Number 514",Hayward,CA,94545,,510-441-1665,info@northstarschool.org,,New Haven Unified,Mrs.,Salwa,Abed,Principal,Coeducational,Day Only,K,8,15,15,15,15,15,10,7,9,5,0,0,0,0,0,0,106,No,0,12,4,2,0,No,Yes,No,No,Yes,Religious,ISLM,Mrs.,Salwa,Abed,Principal,725 Whipple Road,Union City,CA,94587,,salwa@northstarschool.org,Ms.,Basira,Rahim,725 Whipple Road,Union City,CA,94587,,info@northstarschool.org
115577,Alameda,01612597081524,Oakland Hebrew Day,5500 Redwood Road,Oakland,CA,94619,,,,CA,,,510-531-8600,office@ohds.org,nmoritz@ohds.org,Oakland Unified,Rabbi,Yehudah,Potok,Head of School,Coeducational,Day Only,K,8,18,19,17,17,17,20,23,17,26,0,0,0,0,0,0,174,No,0,12,18,6,7,No,Yes,No,No,Yes,Religious,JWSH,Rabbi,Yehudah,Potok,Head of School,5500 Redwood Road,Oakland,ca,94619,,ypotok@ohds.org,Rabbi,Yehudah,Potok,5500 Redwood Road,Oakland,CA,94619,,ypotok@ohds.org
114871,Alameda,01611506970651,Our Lady of Grace School,3427 Somerset Avenue,Castro Valley,CA,94546,,,,CA,,,510-581-3155,rbrusco@csdo.org,,Castro Valley Unified,Mr.,Ryan,Brusco,Principal,Coeducational,Day Only,K,8,30,34,24,19,20,29,19,19,17,0,0,0,0,0,0,211,No,0,12,5,1,9,No,Yes,No,No,Yes,Religious,CATH,Mr.,Ryan,Brusco,Principal,3427 Somerset Avenue,Castro Valley,CA,94546,,rbrusco@csdo.org,Mr.,Ryan,Brusco,3427 Somerset Avenue,Castro Valley,CA,94546,,rbrusco@csdo.org
109415,Alameda,01611766970628,Our Lady of Guadalupe,40374 Fremont Boulevard,Fremont,CA,94538,,,,CA,,,510-657-1674,lkeltie@csdo.org,lparini@csdo.org,Fremont Unified,Mrs.,Linda,Parini,Principal,Coeducational,Day Only,K,8,25,30,27,27,23,25,19,23,24,0,0,0,0,0,0,223,No,0,10,7,1,14,No,Yes,No,No,Yes,Religious,CATH,Sr.,Barbara,"Bray, SNJM",Superintendent,2121 Harrison Street,Oakland,CA,94612,3615,sdept@csdo.org,Mrs.,Linda,Parini,40374 Fremont Boulevard,Fremont,CA,94538,,Lparini@csdo.org
106141,Alameda,01612426977862,Our Lady of the Rosary,678 B Street,Union City,CA,94587,,,,CA,,,510-471-3765,ggalarsa@csdo.org,jgarcia@csdo.org,New Haven Unified,Mrs.,Gloria,Galarsa,Principal,Coeducational,Day Only,K,8,22,13,17,17,21,11,20,8,18,0,0,0,0,0,0,147,No,0,8,1,1,4,No,Yes,No,No,Yes,Religious,CATH,Sr.,Barbara,Bray,President,"2121 Harrison Street, Suite 100",Oakland,CA,94612,,bbray@csdo.org,Mrs.,Gloria,Galarsa,678 B Street,Union City,CA,94587,,ggalarsa@csdo.org
113865,Alameda,01612006995583,Our Savior Lutheran,1385 Sout Livermore Avenue,Livermore,CA,94550,,,,CA,,,925-447-2082,jmejia@oslm.net,,Livermore Valley Joint Unified,Mr.,Jorge,Mejia,Principal,Coeducational,Day Only,K,8,33,20,18,20,17,16,29,11,22,0,0,0,0,0,0,186,No,0,14,2,2,3,No,Yes,No,No,Yes,Religious,LUTH,Mr.,Jorge,Mejia,Principal,1385 South Livermore Avenue,Livermore,CA,94550,,jmejia@oslm.net,Mrs.,Krys,Thibault,1385 South Livermore Avenue,Livermore,CA,94550,,kthibault@oslm.net
104612,Alameda,01612596205629,Pacific Boychoir Academy,215 Ridgeway Avenue,Oakland,CA,94611,,,,CA,,,510-652-4722,admin@pacificboychoiracademy.org,pamelaw@pacificboychoiracademy.org,Oakland Unified,Mrs.,Pamela,Weimer,Director,Boys Only,Day Only,4,8,0,0,0,0,11,9,14,15,5,0,0,0,0,0,0,54,No,0,5,5,3,0,No,Yes,No,No,Yes,Non-religious,,Mr.,John,Lynch,Other,215 Ridgeway Avenue,Oakland,CA,94611,,johnl@pacificboychoiracademy.org,Ms.,Rebecca,Cisin,215 Ridgeway Avenue,Oakland,CA,94611,,rebeccac@pacificboychoiracademy.org
108226,Alameda,01612596998470,Park Day,360 42nd Street,Oakland,CA,94609,,,,CA,,,510-653-0317,tom.little@parkdayschool.org,,Oakland Unified,Mr.,Tom,Little,Head of School,Coeducational,Day Only,K,8,30,32,32,31,35,34,35,32,25,0,0,0,0,0,0,286,No,0,18,11,13,10,No,Yes,No,No,Yes,Non-religious,,Mr.,Tom,Little,Head of School,360 42nd Street,Oakland,CA,94609,,tom.little@parkdayschool.org,Mr.,Tom,Little,360 42nd Street,Oakland,CA,94609,,tom.little@parkdayschool.org
107854,Alameda,01612596933022,Patten Academy of Christian Education,2433 Coolidge Avenue,Oakland,CA,94601,2699,,,CA,,,510-533-3121,sharon.anderson@patten.edu,edna.marquez@patten.edu,Oakland Unified,Dr.,Sharon,Anderson,Principal,Coeducational,Day Only,K,12,7,7,7,12,10,7,14,11,10,10,13,7,12,0,0,127,Yes,16,11,3,1,4,No,Yes,Yes,Yes,Yes,Religious,EVAN,Dr.,Sharon,Anderson,Principal,2433 Coolidge Avenue,Oakland,CA,94601,,sharon.anderson@patten.edu,Mrs.,Edna,Marquez,2433 Coolidge Avenue,Oakland,CA,94601,,edna.marquez@patte.edu
105675,Alameda,01611767100902,Peace Terrace Academy,33330 Peace Terrace,Fremont,CA,94555,,,,CA,,,510-477-9946,schoolcomm@peaceterrace.org,,Fremont Unified,Mrs.,Muneiza,Ahsan,Administrator,Coeducational,Day Only,K,8,17,15,6,16,11,13,6,3,4,0,0,0,0,0,0,91,No,0,8,4,3,0,No,Yes,No,No,Yes,Religious,ISLM,Dr.,Liaquat,Khan,Principal,33330 Peace Terrace Academy,Fremont,CA,94555,,ptaprin@gmail.com,Mrs.,Muneiza,Ahsan,33330 Peace Terrace,Fremont,CA,94555,,
104500,Alameda,01611926135552,Peaceful Learning,2633 Bal Harbor Lane,Hayward,CA,94545,,,,CA,,,510-856-6498,hereafteris4ever@yahoo.com,,hayward unified,Mrs.,Nazreen,Munaf,Administrator,Coeducational,Day Only,K,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,No,0,1,0,1,0,No,No,No,No,No,Non-religious,,Mrs.,Nazreen,Munaf,Head of School,2633 Bal Harbor Lane,Hayward,ca,94545,,hereafteris4ever@yahoo.com,Mrs.,Nazreen,Munaf,2633 Bal Harbor Lane,Hayward,CA,94545,,hereafteris4ever@yahoo.com
112919,Alameda,01612596933030,Pentecostal Way of Truth School Academy,1575 7th Street,Oakland,CA,94607,,,,CA,,,510-625-2002,now8bro@gmail.com,brenda.mybox.brenda@gmail.com,Oakland Unified,Mrs.,Brenda,Brown,Principal,Coeducational,Day Only,K,12,0,0,1,3,1,2,0,4,2,2,1,1,1,0,0,18,No,1,5,3,2,4,No,Yes,Yes,No,Yes,Non-religious,,Mr.,Carl,Davis,Other,1575 7th Street,Oakland,CA,94607,,pentecostalwayoftruth@gmail.com,Mrs.,Chloe,Christian,1575 7th Street,Oakland,CA,94607,,chloenchristian@gmail.com
105657,Alameda,01611196995591,Peter Pan Academy,3171 Mecartney Road,Alameda,CA,94502,,,,CA,,,510-523-4080,linda@peterpanschools.com,,Alameda City Unified,Ms.,Linda,Lucas,Director,Coeducational,Day Only,K,2,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,16,No,0,2,0,1,0,No,No,No,No,No,Non-religious,,Mrs.,Mahvash,Kamrani,Executive Director,2056 Santa Clara Avenue,Alameda,CA,94501,,mahvash@kamrani.net,Mrs.,Mahvash,Kamrani,2056 Santa Clara Avenue,Alameda,CA,94501,,mahvash@kamrani.net
