"California Department of Education, Teacher and Leader Policy Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18 Private School Affidavit Data - Schools with Enrollment of Six or More Students (July 2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affidavit ID,County,CDS Code,School ,Street,City,State,Zip,Mailing Street,Mailing City,Mailing State,Mailing Zip,Telephone,Email ,Email2,Public District,Site Administrator Salutation,Site Administrator First Name,Site Administrator Last Name,Site Administrator Title,Site Administrator Email,School Type,School Accommodations,Low Grade,High Grade,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Ungraded Elementary Enrollmnet,Ungraded Secondary Enrollment,Total Enrollment,Diploma Offered,Graduates 2015-16,Full Time Teachers,Part Time Teachers,Administrative Staff,Other Staff,Offers Special Education Services,Tax Exempt 501,Tax Exempt 23701,Tax Exempt 214,Tax Exempt,Religious Classification,Religious Denomination,Director/Principal Officer Salutation,Director/Principal Officer First Name,Director/Principal Officer Last Name,Director/Principal Officer Title,Director/Principal Officer Email,Custodian of Records Salutation,Custodian of Records First Name,Custodian of Records Last Name,Custodian of Records Email
229024,Alameda,01612597083397,Growing Light Montessori School,4700 Lincoln Avenue,Oakland,CA,94602,no data,no data,no data,no data,510-336-9897,glms4u@growinglight.net,no data,Alameda Unified,Ms.,Shivani,Cancienne,Director,glms4u@growinglight.net,Coeducational,Day Only,K,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,No,0,1,2,1,0,No,No,No,No,No,Non-religious,,Ms.,Rachel,LaField,Head of School,no data,Ms.,Shivani,Cancienne,glms4u@growinglight.net
235134,Alameda,01751017082761,Hacienda School,3800 Stoneridge Drive,Pleasanton,CA,94588,no data,no data,no data,no data,925-485-5750,hacienda@headsup.org,no data,Pleasanton Unified,Ms.,Jo Anne,Camara,Director,jcamara@headsup.org,Coeducational,Day Only,K,8,8,4,6,5,4,7,5,5,5,0,0,0,0,0,0,49,No,0,5,3,2,0,No,No,No,No,No,Non-religious,,Dr.,Charles,Bernstein,President,cbernstein@headsup.org,Ms.,Jo Anne,Camara,jcamara@headsup.org
217888,Alameda,01612596932925,Head-Royce School,4315 Lincoln Avenue,Oakland,CA,94602,no data,no data,no data,no data,510-531-1300,cland@headroyce.org,mfahey@headroyce.org,Oakland Unified,Ms.,Crystal,Land,Head of School,cland@headroyce.org,Coeducational,Day Only,K,12,40,38,39,42,42,44,87,89,93,103,93,91,83,0,0,884,Yes,90,97,7,26,33,No,Yes,No,No,Yes,Non-religious,,Mr.,Jerry,Mullaney,Administrator,jmullaney@headroyce.org,Mr.,Jerry,Mullaney,jmullaney@headroyce.org
218281,Alameda,01612596932941,Holy Names High School,4660 Harbord Drive,Oakland,CA,94618,no data,no data,no data,no data,510-450-1110,registrar@hnhsoakland.org,jcasella@hnhsoakland.org,Oakland Unified,Mrs.,Constance,Hubbard,President,chubbard@hnhsoakland.org,Girls Only,Day Only,9,12,0,0,0,0,0,0,0,0,0,43,39,29,27,0,0,138,Yes,27,16,11,4,19,No,Yes,No,No,Yes,Religious,Roman Catholic,Ms.,Kendra,Carr,Principal,kcarr@hnhsoakland.org,Ms.,Linda,Brownell,lbrownell@hnhsoakland.org
224316,Alameda,01611766972731,Holy Spirit Elementary,3930 Parish Avenue,Fremont,CA,94536,no data,no data,no data,no data,510-793-3553,holyspiritschool@csdo.org,no data,Fremont Unified,Ms.,Jennifer,Fields,Other,jfields@csdo.org,Coeducational,Day Only,K,8,35,25,30,36,18,32,33,21,23,0,0,0,0,0,0,253,No,0,17,1,1,15,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Holly,Marsh,Principal,hmarsh@csdo.org,Ms.,Jennifer,Fields,jfields@csdo.org
220525,Alameda,01611766140461,ILM Academy,42412 Albrae Street,Fremont,CA,94538,no data,no data,no data,no data,510-936-1572,principal@theilmacademy.com,no data,Fremont Unified,Mrs.,Huma,Bokharey,Administrator,principal@theilmacademy.com,Coeducational,Day Only,K,8,26,25,31,24,17,13,11,7,6,0,0,0,0,0,0,160,No,0,14,0,1,3,No,Yes,No,No,Yes,Religious,Islamic,Mrs.,Huma,Bokharey,Principal,no data,Mrs.,Huma,Bokharey,principal@theilmacademy.com
228943,Alameda,01612917092612,International Bible Baptist Academy,15963 Marcella Street,San Leandro,CA,94578,no data,no data,no data,no data,510-276-4222,ibbcoffice@ibbcministries.org,no data,San Lorenzo Unified,Dr.,Jose Hernes,Abante,Administrator,jhabante@aol.com,Coeducational,Day Only,K,7,4,1,1,4,0,5,2,2,0,0,0,0,0,0,0,19,No,0,7,0,2,1,No,Yes,No,No,Yes,Religious,Baptist,Mrs.,Narcisa,Bico,Principal,biconancy@yahoo.com,Mrs.,Elizabeth,Ducusin,ibbcoffice@ibbcministries.org
223112,Alameda,01612597099518,Julia Morgan School for Girls,"5000 MacArthur Boulevard, PMB 9966",Oakland,CA,94613,no data,no data,no data,no data,510-632-6000,pmaycroft@juliamorganschool.org,no data,no data,Ms.,Sandra,Luna,Head of School,sluna@juliamorganschool.org,Girls Only,Day Only,6,8,0,0,0,0,0,0,42,42,44,0,0,0,0,0,0,128,No,0,10,5,5,6,No,Yes,No,No,Yes,Non-religious,,Ms.,Sandra,Luna,Head of School,pmaycroft@juliamorganschool.org,Ms.,Laurinda,Rothermel,sluna@juliamorganschool.org
226008,Alameda,01612596154256,Ka-Lo Academy,1561 Vista St.,Oakland,CA,94602,no data,no data,no data,no data,510-531-5218,info@kaloacademy.com,no data,Oakland Unified,Ms.,Alanya,Snyder,Administrator,alanya@kaloacademy.com,Coeducational,Day Only,8,12,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,7,Yes,2,0,2,0,0,No,No,No,No,No,Non-religious,,Ms.,Alanya,Snyder,Other,alanya@kaloacademy.com,Ms.,Alanya,Snyder,alanya@kaloacademy.com
221513,Alameda,no data,Kiddoland Learning Center,46280 Briar Place Fremont CA 94539,Fremont,CA,94539,no data,no data,no data,no data,510-490-7311,kiddoland@yahoo.com,no data,Fremont Unified,Dr.,Moon,Chia,Executive Director,kiddoland@yahoo.com,Coeducational,Day Only,K,8,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,No,0,6,5,2,5,Yes,No,No,No,No,Non-religious,,Dr.,Moon,Chia,Director,kiddoland@yahoo.com,Dr.,Moon,Chia,kiddoland@yahoo.com
217099,Alameda,01611766922389,Kimber Hills Academy,39700 Mission Boulevard,Fremont,CA,94539,no data,no data,no data,no data,510-651-5437,nlim@gofcc.org,no data,Fremont Unified,Mrs.,Naomi,Lim,Other,nlim@gofcc.org,Coeducational,Day Only,K,5,20,14,10,12,7,7,0,0,0,0,0,0,0,0,0,70,No,0,6,3,1,3,No,Yes,No,No,Yes,no data,no data,Mr.,Aaron,Walls,Principal,awalls@gofcc.org,Mrs.,Naomi,Lim,nlim@gofcc.org
229232,Alameda,01611196141212,Kingdom Builder private school,"1905 Seminary Avenue, Suite 1",Oakland,CA,94621,no data,no data,no data,no data,510-927-7919,thelord763@gmail.com,no data,no data,Mr.,Debra,Ross,Administrator,Thelord763@gmail.com,Coeducational,Day Only,K,12,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,6,No,0,1,0,1,0,No,No,No,No,No,Religious,Evangelical,Mr.,Darnell,Watts,Principal,Saraiagency@gmail.com,Ms.,Debra,Ross,Thelord763@gmail.com
219885,Alameda,01612596133722,LAMBO Academy International,"388  9th Street, Suite #183",Oakland,CA,94607,"2201 Shoreline Dr, #2191",Alameda,CA,94501,415-754-3889,Admin@LAMBO.School,no data,Alameda Unified,Br.,Martin,Bloom,President,MBloom@KIDRONmissions.org,Coeducational,Both,8,12,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,6,Yes,4,1,1,1,1,No,Yes,No,No,Yes,Religious,INDP,Dr.,Augusta,Chan,Principal,Dr@EdCoachPhD.com,Dr.,Augusta,Chan,Dr@EdCoachPhD.com
224174,Alameda,01611927003304,Lea's Christian,17200  Via Magdalena,San Lorenzo,CA,94580,no data,no data,no data,no data,510-278-2598,mrsbland@leaschristianschool.org,mbland1111@aol.com,San Lorenzo Unified,Mrs.,Melva,Bland,Principal,mrsbland@leaschristianschool.org,Coeducational,Day Only,K,4,12,16,7,9,11,0,0,0,0,0,0,0,0,0,0,55,No,0,6,2,1,1,No,Yes,No,No,Yes,Religious,NA,Mr.,Warren,Yoshida,President,no data,Mrs.,Melva,Bland,mrsbland@leaschristianschool.org
219902,Alameda,01612596152524,Light Islamic Academy,5221 Foothill Boulevard,Oakland,CA,94601,no data,no data,no data,no data,510-200-3007,lightislamicacademy@gmail.com,no data,Oakland Unified,Mr.,Mustafa,Alshaif,Executive Director,vppss@yahoo.com,Coeducational,Day Only,K,8,1,10,10,10,10,10,10,10,10,0,0,0,0,0,0,81,No,0,6,3,2,3,No,Yes,No,No,Yes,Religious,Islamic,Mr.,Mohammed,AbdDamos,Administrator,VPPSS@YAHOO.COM,Mr.,Mustafa,Alshaif,vppss@yahoo.com
217977,Alameda,01751017098585,Lighthouse Baptist School,118 Neal Street,Pleasanton,CA,94566,no data,no data,no data,no data,925-846-7220,ruby.chan@lbceastbay.com,no data,Pleasanton Unified,Mr.,Chris,Rule,Administrator,chris.rule@lbceastbay.com,Coeducational,Day Only,K,12,2,3,3,2,1,0,2,0,3,1,0,0,5,0,0,22,Yes,1,3,0,1,1,No,Yes,No,No,Yes,Religious,Baptist,Mrs.,Carol,Bryson,Principal,no data,Mrs.,Ruby,Chan,no data
228922,Alameda,01613097091325,Lighthouse Christian Academy,16053 Ashland Ave,San Lorenzo,CA,94580,no data,no data,no data,no data,510-278-9386,lighthouseworshipcenter@comcast.net,no data,San Lorenzo Unified,Rev.,Eugene,Rushing,Administrator,lighthouseworshipcenter@comcast.net,Coeducational,Day Only,K,12,10,4,1,1,1,2,0,0,5,3,1,4,1,0,0,33,Yes,2,5,1,1,2,No,Yes,No,No,Yes,Religious,PENT,Mrs.,Francine,Curry,Principal,lighthouseworshipcenter@comcast.net,Mrs.,Francine,Curry,lighthouseworshipcenter@comcast.net
233655,Alameda,01611436932990,Maybeck High School,2727 College Ave,Berkely,CA,94705,no data,no data,no data,no data,510-841-8489,office@maybeckhs.org,charliec@maybeckhs.org,Berkeley Unified,Mr.,WIlliam,Webb,Director,billw@maybeckhs.org,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,25,30,33,25,0,0,113,Yes,25,16,4,5,0,No,Yes,No,No,Yes,Non-religious,,Mr.,WIlliam,Webb,Director,billw@maybeckhs.org,Ms.,Laurie,Kahn,lauriek@maybeckhs.org
222392,Alameda,01612596144950,Mentoring Academy,5951B  College Avenue,Oakland,CA,94618,no data,no data,no data,no data,510-926-1133,JohnMuster@MentoringAcademy.org,admin@mentoringacademy.org,Oakland Unified,Dr.,John,Muster,Director,JohnMuster@MentoringAcademy.org,Coeducational,Day Only,8,12,0,0,0,0,0,0,0,0,2,10,9,6,7,0,0,34,No,5,3,6,2,1,No,Yes,No,No,Yes,Non-religious,,Dr.,John,Muster,Director,JohnMuster@MentoringAcademy.org,Dr.,John,Muster,no data
218454,Alameda,01612596906549,Mills College Children's School,5000 MacArthur Boulevard,Oakland,CA,94613,no data,no data,no data,no data,510-430-2118,children@mills.edu,no data,Oakland Unified,Ms.,Debra,Brown,Head of School,msbrown@mills.edu,Coeducational,Day Only,K,5,17,19,15,17,7,12,0,0,0,0,0,0,0,0,0,87,No,0,6,0,2,2,No,Yes,No,No,Yes,Non-religious,,Ms.,Debra,Brown,Head of School,msbrown@mills.edu,Ms.,Debra,Brown,msbrown@mills.edu
219394,Alameda,01612426138648,Mission Hills Middle School,250 Tamarack Drive,Union City,CA,94587,no data,no data,no data,no data,510-493-2189,ferishta@pacbell.net,mkirksey@mhmschool.org,New Haven Unified,Mrs.,Ferishta,Kulaly,Administrator,ferishta@pacbell.net,Coeducational,Day Only,K,8,82,62,46,48,61,55,43,43,39,0,0,0,0,0,0,479,No,0,33,2,7,7,No,No,No,No,No,Non-religious,,Mrs.,Ayse,Kaya,Director,akaya@mhmschool.org,Mrs.,Julie,Nghiem,jnghiem@mhmschool.org
218834,Alameda,01611927103286,Montessori Children's House of Hayward,166 West Harder Road,Hayward,CA,94544,no data,no data,no data,no data,510-782-4427,hakimkavita@yahoo.com,no data,Hayward Unified,Ms.,Jo,Eckerley,Director,joeckerley@gmail.com,Coeducational,Day Only,K,3,22,12,12,12,0,0,0,0,0,0,0,0,0,0,0,58,No,0,6,1,1,0,No,Yes,No,No,Yes,Non-religious,,Ms.,Jo,Eckerley,President,joeckerley@gmail.com,Mrs.,Kavita,Hakim,hakimkavita@yahoo.com
220187,Alameda,01611766993778,Montessori School of Fremont,155 WASHINGTON BLVD,FREMONT,CA,94539,no data,no data,no data,no data,510-490-1993,msf.jhoana@gmail.com,no data,Fremont Unified,Ms.,Julie,Alexander,Executive Director,msf.julie@gmail.com,Coeducational,Day Only,K,6,18,20,19,18,15,14,12,0,0,0,0,0,0,0,0,116,No,0,22,4,3,3,No,No,No,No,No,Non-religious,,Ms.,Lindsay,Neumiller,Director,msf.lindsay@gmail.com,Ms.,Lindsay,Neumiller,msf.lindsay@gmail.com
230787,Alameda,01613096903454,Montessori School of San Leandro,16492 Foothill Boulevard,San Leandro,CA,94578,no data,no data,no data,no data,510-278-0288,sl@montessorica.com,no data,San Leandro Unified,Mrs.,Edith,Vasquez,Director,sl@montessorica.com,Coeducational,Day Only,K,K,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,No,0,5,0,0,0,No,No,No,No,No,no data,no data,Mrs.,Edith,Vasquez,Director,no data,Mrs.,Edith,Vasquez,sl@montessorica.com
225562,Alameda,01611926933006,Moreau Catholic High School,27170 Mission Boulevard,Hayward,CA,94544,no data,no data,no data,no data,510-881-4300,ltortorich@moreaucatholic.org,no data,Hayward Unified,Mrs.,Lisa,Tortorich,Principal,ltortorich@moreaucatholic.org,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,212,232,248,251,0,0,943,Yes,201,70,0,14,33,No,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Mrs.,Lisa,Tortorich,Principal,ltortorich@moreaucatholic.org,Mrs.,Kim,Capurro,no data
217529,Alameda,01611767047236,New Horizons,2550 Peralta Boulevard,Fremont,CA,94536,no data,no data,no data,no data,510-791-5683,nhsdawson@gmail.com,no data,Fremont Unified,Mrs.,Kathryn,Liu,President,liudavid852@yahoo.com,Coeducational,Day Only,K,8,25,25,26,26,13,15,10,10,8,0,0,0,0,0,0,158,No,0,18,1,3,5,No,No,No,No,No,Non-religious,,Mr.,Victor,Dawson,Principal,nhsdawson@gmail.com,Ms.,Angela,Eggleston,nhsmsangela@gmail.com
225519,Alameda,01612597054018,Northern Light School,3710 Dorisa Ave.,Oakland,CA,94605,no data,no data,no data,no data,510-957-0570,gjackson@northernlightschool.com,no data,Oakland Unified,Ms.,Genevieve,Jackson,Administrator,gjackson@northernlightschool.com,Coeducational,Day Only,K,8,15,17,19,24,19,20,14,19,14,0,0,0,0,0,0,161,No,0,17,1,5,3,No,Yes,No,Yes,Yes,Non-religious,,Ms.,Diana,Taylor,Director,dtaylor@northernlightschool.com,Mr.,Lamaine,Kitchen,lkitchen@northernlightschool.com
232089,Alameda,01611926200877,Northstar School,22502 Woodroe Ave.,Hayward,CA,94541,no data,no data,no data,no data,510-397-1501,info@northstarschool.org,no data,Hayward Unified,Mrs.,Salwa,Abed,Principal,salwa@northstarschool.org,Coeducational,Day Only,K,8,17,17,17,17,14,13,14,17,13,0,0,0,0,0,0,139,No,0,11,5,2,1,No,Yes,No,No,Yes,Religious,Islamic,Mrs.,Salwa,Abed,Principal,salwa@northstarschool.org,Mrs.,Mubarra,Ahmadyar,mubarra@northstarschool.org
221875,Alameda,no data,Nothing's Impossible With God School,736 Daisyfield Drive,Livermore,CA,94551,no data,no data,no data,no data,214-208-3405,stephanymbirdow@gmail.com,no data,Livermore Valley Joint Unified,Mrs.,Stephany,Birdow,Director,stephanymbirdow@gmail.com,Coeducational,Day Only,K,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,Yes,0,1,0,0,0,No,No,No,No,No,Religious,Church of Christ,Mrs.,Stephany,Birdow,Director,stephanymbirdow@gmail.com,Mrs.,Stephany,Birdow,no data
216963,Alameda,01612597081524,Oakland Hebrew Day School,5500 Redwood Road,Oakland,CA,94619,no data,no data,no data,no data,510-531-8600,office@ohds.org,no data,Oakland Unified,Ms.,Tamara,Leider,Administrator,office@ohds.org,Coeducational,Day Only,K,8,29,13,22,20,16,17,12,13,7,0,0,0,0,0,0,149,No,0,22,0,8,0,No,Yes,No,No,Yes,Religious,Jewish,Ms.,Tania,Schweig,Head of School,tschweig@ohds.org,Ms.,Tamara,Leider,office@ohds.org
216030,Alameda,01611506970651,Our Lady of Grace School,19920 Anita Avenue,Castro Valley,CA,94546,no data,no data,no data,no data,510-581-3155,sanderson@csdo.org,no data,Castro Valley Unified,Mrs.,Susan,Anderson,Principal,sanderson@csdo.org,Coeducational,Day Only,K,8,21,19,28,28,18,22,36,21,21,0,0,0,0,0,0,214,No,0,11,5,1,8,No,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Mrs.,Susan,Anderson,Principal,sanderson@csdo.org,Mrs.,Susan,Anderson,sanderson@csdo.org
225139,Alameda,01611766970628,Our Lady of Guadalupe,40374 Fremont Boulevard,Fremont,CA,94538,no data,no data,no data,no data,510-657-1674,sjtwellington@csdo.org,sdept@csdo.org,Fremont Unified,Sr.,Janice,Wellington,Principal,sjtwellington@csdo.org,Coeducational,Day Only,K,8,18,32,27,29,22,24,24,21,27,0,0,0,0,0,0,224,No,0,9,5,1,13,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Kathleen,Radecke,Superintendent,kradecke@csdo.org,Sr.,Janice,Wellington,sjtwellington@csdo.org
227920,Alameda,01612006995583,Our Savior Lutheran School,1385 South Livermore Avenue,Livermore,CA,94550,no data,no data,no data,no data,925-447-1246,eanwyl@oslm.net,no data,Livermore Valley Joint Unified,Mr.,Evan,Anwyl,Principal,eanwyl@oslm.net,Coeducational,Day Only,K,8,25,19,17,17,23,22,23,25,17,0,0,0,0,0,0,188,No,0,12,4,1,8,No,Yes,No,No,Yes,Religious,LUTH,Mr.,Evan,Anwyl,Principal,eanwyl@oslm.net,Mrs.,Carla,Gomes,cgomes@oslm.net
233090,Alameda,01612596205629,Pacific Boychoir Academy,215 Ridgeway Avenue,Oakland,CA,94611,no data,no data,no data,no data,510-652-4722,admin@pacificboychoiracademy.org,janetc@pacificboychoiracademy.org,Oakland Unified,Ms.,Johanna,Ortis,Executive Director,johannao@pacificboychoiracademy.org,Boys Only,Day Only,4,8,0,0,0,0,2,5,7,3,5,0,0,0,0,0,0,22,No,0,2,9,3,1,No,Yes,No,No,Yes,Non-religious,,Ms.,Natascha,Bach,Head of School,nataschab@pacificboychoiracademy.org,Ms.,Janet,Ceja-Orozco,janetc@pacificboychoiracademy.org
223946,Alameda,01612596998470,Park Day School,360 42nd Street,Oakland,CA,94609,no data,no data,no data,no data,510-653-0317,cassandra.mccraw@parkdayschool.org,victoria.jones@parkdayschool.org,Oakland Unified,Ms.,Jill,knowland,Other,jill.knowland@parkdayschool.org,Coeducational,Day Only,K,8,32,30,34,33,32,35,37,37,39,0,0,0,0,0,0,309,No,0,20,12,8,20,No,Yes,No,No,Yes,Non-religious,,Mr.,Roel,Mason-Vivit,Head of School,roel.mason-vivit@parkdayschool.org,Ms.,cassandra,McCraw,cassandra.mccraw@parkdayschool.org
225285,Alameda,01612596933022,Patten Academy of Christian Education,2430 Coolidge Avenue,Oakland,CA,94601,no data,no data,no data,no data,510-533-3121,sanderson@pattenceca.org,emarquez@pattenceca.org,Oakland Unified,Dr.,Sharon,Anderson,Principal,sanderson@pattenceca.org,Coeducational,Day Only,K,12,9,14,9,7,8,9,6,5,8,13,12,13,23,0,0,136,Yes,12,11,7,1,5,No,Yes,Yes,Yes,Yes,Religious,Evangelical,Dr.,Sharon,Anderson,Principal,sanderson@pattenceca.org,Mrs.,Edna,Marquez,emarquez@pattenceca.org
217555,Alameda,01612596933030,Pentecostal Way of Truth School Academy,1575 7th Street,Oakland,CA,94607,no data,no data,no data,no data,510-625-2002,pentecostalwayoftruth@gmail.com,brenda.mybox.brenda@gmail.com,Oakland Unified,Miss,Lisa,Simmons,Administrator,lisa_simmons85@yahoo.com,Coeducational,Day Only,K,12,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,10,Yes,0,3,6,2,3,No,Yes,No,No,Yes,Non-religious,,Mrs.,Brenda,Brown,Principal,brenda.mybox.brenda@gmail.com,Miss,Lisa,Simmons,lisa_simmons85@yahoo.com
223043,Alameda,01611766967483,Prince of Peace Lutheran School,38451 Fremont Boulevard,Fremont,CA,94536,no data,no data,no data,no data,510-797-8186,ddueck@popfremont.org,no data,Fremont Unified,Mr.,Dan,Dueck,Head of School,ddueck@popfremont.org,Coeducational,Day Only,K,8,44,44,42,36,35,36,32,34,36,0,0,0,0,0,0,339,No,0,21,4,1,2,No,Yes,No,No,Yes,Religious,LUTH,Mrs.,Jenny,Cid,Principal,jcid@popfremont.org,Ms.,Tina,Stephen,tstephen@popfremont.org
218496,Alameda,01612917072317,"Principled Academy, The",2305 Washington Avenue,San Leandro,CA,94577,no data,no data,no data,no data,510-351-6400,tpacademy2000@yahoo.com,no data,San Leandro Unified,Mr.,Isaac,Durst,Head of School,idurst@gmail.com,Coeducational,Day Only,K,8,18,9,12,6,11,5,12,11,7,0,0,0,0,0,0,91,No,0,6,6,2,4,No,Yes,Yes,No,Yes,Religious,INTD,Dr.,Mose,Durst,President,mosedurst@yahoo.com,Mr.,Isaac,Durst,idurst@gmail.com
217351,Alameda,01750937103989,"Quarry Lane School, The",6363 Tassajara Road,Dublin,CA,94568,no data,no data,no data,no data,925-829-8000,sarac@quarrylane.org,no data,Dublin Unified,Dr.,Sabri,Arac,Headmaster,sarac@quarrylane.org,Coeducational,Day Only,K,12,52,22,29,31,42,31,30,51,70,84,68,63,58,0,0,631,Yes,67,83,2,15,2,No,No,No,No,No,Non-religious,,Mrs.,Deniz,Hanson,Director,dhanson@quarrylane.org,Mrs.,Lourie,Lopez,llopez@quarrylane.org
217329,Alameda,01612596994727,Raskob Learning Institute and Day School,3520 Mountain Boulevard,Oakland,CA,94619,no data,no data,no data,no data,510-436-1275,benari@hnu.edu,no data,Oakland Unified,Ms.,Edith,Ben Ari,Executive Director,benari@hnu.edu,Coeducational,Day Only,3,8,0,0,0,0,9,11,18,19,13,0,0,0,0,0,0,70,No,0,9,0,3,12,Yes,Yes,No,No,Yes,Non-religious,,Ms.,Edith,Ben Ari,Executive Director,no data,Ms.,Patricia,Barton,benari@hnu.edu
224628,Alameda,01611506913131,Redwood Christian Elementary,19300 Redwood Road,Castro Valley,CA,94546,no data,no data,no data,no data,510-537-4288,dalehuemoeller@rcs.edu,deborahwright@rcs.edu,Castro Valley Unified,Mr.,Dale,Huemoeller,Principal,dalehuemoeller@rcs.edu,Coeducational,Day Only,K,5,60,35,45,45,37,42,0,0,0,0,0,0,0,0,0,264,No,0,18,3,2,19,No,Yes,No,No,Yes,Religious,NA,Mr.,Al,Hearne,Superintendent,alhearne@rcs.edu,Mrs.,Julia,Kary,juliakary@rcs.edu
224547,Alameda,01613096998488,Redwood Christian Middle School and High School,1000 Paseo Grande,San Lorenzo,CA,94580,no data,no data,no data,no data,510-317-8990,benwarner@rcs.edu,deborahwright@rcs.edu,San Lorenzo Unified,Mr.,Ben,Warner,Principal,benwarner@rcs.edu,Coeducational,Day Only,6,12,0,0,0,0,0,0,60,52,40,68,63,85,73,0,0,441,Yes,74,26,3,5,9,No,Yes,No,No,Yes,Religious,NA,Mr.,Al,Hearne,Superintendent,alhearne@rcs.edu,Mrs.,Julia,Hinton,juliahinton@rcs.edu
219679,Alameda,01612596995542,Redwood Day School,3245 Sheffield Avenue,Oakland,CA,94602,no data,no data,no data,no data,510-534-0800,jloeser@rdschool.org,no data,Oakland Unified,Mr.,John,Loeser,Head of School,jloeser@rdschool.org,Coeducational,Day Only,K,8,38,34,34,31,40,42,65,61,63,0,0,0,0,0,0,408,No,0,34,5,24,19,No,Yes,No,No,Yes,Non-religious,,Ms.,Cheryl,Ting,Other,cting@rdschool.org,Mrs.,Jill,Nesbitt,jnesbitt@rdschool.org
217532,Alameda,01611196922470,Rising Star Montessori School,1421 High Street,Alameda,CA,94501,no data,no data,no data,no data,510-865-4536,info@risingstarschool.org,sharon@risingstarschool.org,Alameda Unified,Ms.,Ann,Gavey,Head of School,ann@risingstarschool.org,Coeducational,Day Only,K,5,14,5,6,0,5,4,0,0,0,0,0,0,0,0,0,34,No,0,3,0,4,4,No,No,No,No,No,Non-religious,,Ms.,Katrina,Ross,Director,katrina@risingstarschool.org,Ms.,Ann,Gavey,ann@risingstarschool.org
225306,Alameda,01611926965917,Saint Clement Catholic School,790 Calhoun Street,Hayward,CA,94544,no data,no data,no data,no data,510-538-5885,acrowthers@csdo.org,no data,Hayward Unified,Mrs.,Anne,Crowthers,Principal,acrowthers@csdo.org,Coeducational,Day Only,K,8,26,26,30,33,33,26,35,35,34,0,0,0,0,12,0,290,No,0,14,1,4,12,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Anne,Crowthers,Principal,acrowthers@csdo.org,Mrs.,Maryann,Harris,mharris@csdo.org
225321,Alameda,01612596973010,Saint Leo the Great School,4238 Howe Street,Oakland,CA,94611,no data,no data,no data,no data,510-654-7828,ssimril@csdo.org,lshahab@csdo.org,Oakland Unified,Mrs.,Sonya,Simril,Principal,ssimril@csdo.org,Coeducational,Day Only,K,8,24,25,26,28,25,21,27,29,25,0,0,0,0,0,0,230,No,0,10,5,3,16,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Sonya,Simril,Principal,ssimril@csdo.org,Mrs.,Sonya,Simril,ssimril@csdo.org
218878,Alameda,01611436933162,Saint Mary's College High School,1294 Albina Avenue,Berkeley,CA,94706,no data,no data,no data,no data,510-526-9242,pimperial@stmchs.org,eharo@stmchs.org,Berkeley Unified,Dr.,Peter,Imperial,Principal,pimperial@stmchs.org,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,160,146,163,158,0,0,627,Yes,154,42,2,6,12,No,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Br.,Edmond,Larouche,President,elarouche@stmchs.org,Ms.,Carol,Balding,cbalding@stmchs.org
233925,Alameda,no data,"School of Innovation, Leadership and Efficacy",2515 Oliver Ave,Oakland,CA,94605,P.O. Box 27513,Oakland,CA,94602,510-495-6216,info@sileschool.org,no data,Oakland Unified,Ms.,Imani,Pierce Nwagwu,Administrator,inwagwu@yahoo.com,Coeducational,Day Only,K,5,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,No,0,0,2,2,0,No,Yes,No,No,Yes,Non-religious,,Ms.,Ajuana,Black,Director,ajuanablack@gmail.com,Ms.,Tiana,West,tianaw19@gmail.com
